timestamp,itemid,property,value
1.43E+12,386146,40,769062
1.44E+12,101094,928,769062
1.44E+12,203231,888,139827 n7680.000 727751 628176 1318567
1.43E+12,17655,364,815836
1.44E+12,189563,available,0
1.44E+12,10620,978,521119
1.44E+12,83791,available,0
1.44E+12,275269,790,n1039680.000
1.43E+12,429607,6,430845 98427
1.44E+12,343878,720,1297729 n13.200 1178208 n18.000 404373
1.43E+12,316753,364,390779
1.43E+12,381265,1066,n714.000 424566
1.43E+12,47457,790,n13200.000
1.44E+12,284941,867,769062
1.44E+12,374841,364,828536
1.43E+12,284600,364,228691
1.44E+12,204070,400,1297729 n720.000 1178208 n900.000 424566
1.44E+12,277613,678,92148 824508
1.44E+12,84160,698,1088309
1.43E+12,64751,112,679677
1.43E+12,207825,283,1272323 1115724 371929 958245 435028
1.43E+12,306886,451,331161
1.43E+12,310590,1036,726612
1.43E+12,156489,988,769062
1.43E+12,395153,available,0
1.43E+12,36906,895,267033 1169762 n12.000 106441
1.43E+12,242567,678,895640
1.43E+12,414460,784,769062
1.44E+12,399728,763,337402
1.43E+12,305760,available,1
1.44E+12,437302,1032,98606 1015535
1.43E+12,4332,550,769062
1.43E+12,161688,546,769062
1.43E+12,420578,202,185688
1.43E+12,20388,468,341968
1.43E+12,263188,839,180816
1.43E+12,381653,225,558443 n9600.000
1.44E+12,37029,581,472016 1021749 181384 1041261 191208
1.43E+12,335041,790,n117240.000
1.43E+12,257196,6,125018
1.43E+12,12489,764,1285872
1.44E+12,59691,790,n238080.000
1.44E+12,306433,790,n191880.000
1.44E+12,420056,790,n45960.000
1.44E+12,21886,available,1
1.44E+12,422768,790,n140520.000
1.43E+12,251813,790,n15480.000
1.44E+12,139898,888,694455 726612
1.43E+12,391131,888,1270889 n1296.000 628176
1.44E+12,461765,335,769062
1.44E+12,140861,790,n46080.000
1.44E+12,197245,888,416876 616467 373898 784581 1297729 n36.000 350726 30603 832471
1.44E+12,45121,available,1
1.44E+12,14671,790,n292920.000
1.44E+12,168527,764,1285872
1.44E+12,392392,888,195184 237874 971646 n288.000 424566 1115 1297729 n12.000 908104
1.43E+12,261320,283,56529 150169 1087926 499679 871081 532661 898004 582690 639502 42114 653611 883577 1010298 150169 1087926 1128577 252562 499679 780028 1192767 1331121 975329 237874 945360 408909 653611 634625 132466 118581 913084 1151941 1004914 249416 376717 516864 448741 750206
1.44E+12,336393,690,593601 n18000.000 739952
1.43E+12,87575,28,1118974 1253145
1.44E+12,433059,104,1297729 n1200.000 10317
1.44E+12,456889,888,320753 422480 767974 981281 1284577 840490 1253648
1.43E+12,447995,753,769062
1.44E+12,421884,790,n234600.000
1.43E+12,368231,364,782703
1.43E+12,94488,1036,1154859
1.43E+12,31514,available,1
1.44E+12,420871,888,1252336 1149392 784581 1297729 n36.000 350726 30603 832471
1.44E+12,386146,328,n150.000 424566 n60.000
1.43E+12,260581,803,n12000.000 639502 n14400.000 21263
1.44E+12,76617,941,769062
1.44E+12,265166,1036,1154859
1.44E+12,347974,496,357961 986363 363182 357961 549517 464704 789585 720503 n61.200 464704 826669 1176545
1.43E+12,154912,888,417865 419745 1082131
1.43E+12,28100,761,n25.200 190776
1.43E+12,298868,available,1
1.44E+12,277651,888,1306558
1.43E+12,408404,28,150169 610517
1.43E+12,395596,227,505421 945042
1.44E+12,235224,888,1305664 422480 1181691
1.43E+12,391289,790,n75240.000
1.43E+12,81075,categoryid,834
1.44E+12,332761,581,472016 472016 181384 1041261 191208
1.44E+12,213464,364,805641
1.44E+12,233770,915,325894 1325686 1302225 150169 1098338 530843 57450 703408 718248 807503 320245 45447 703408 505888 72261 505888
1.44E+12,198209,available,0
1.44E+12,305786,888,321194 n784176.000 409412 1318567
1.44E+12,306886,225,1066831 n21600.000 1066831 n22800.000 1066831 n10800.000 951585 558443 n21600.000 558443 n25200.000 558443 n31200.000 558443 n9600.000 558443 n10800.000 973211 1046037 n25200.000 973211 1046037 n10800.000
1.43E+12,51354,888,875827 n103356.000
1.44E+12,55364,790,n15480.000
1.43E+12,412297,6,915957 870816
1.43E+12,327424,available,1
1.43E+12,12765,202,56838 1052766
1.43E+12,464731,227,1324373
1.43E+12,391289,400,n600.000 424566
1.44E+12,128394,1036,1154859
1.43E+12,338130,790,n359640.000
1.43E+12,28100,49,1319429 661116 1257525
1.44E+12,137174,181,1206517
1.43E+12,253353,42,508704 n60.000
1.43E+12,38006,6,550504 827388
1.44E+12,379520,790,n28560.000
1.44E+12,461765,188,769062
1.43E+12,137633,962,664227
1.44E+12,305760,821,1128577 126278 1279422 1241026 639502 n1080.000 424566 780542 639502 n624.000 424566 416121 639502 n840.000 424566
1.43E+12,198620,776,1322689
1.44E+12,402110,764,1285872
1.43E+12,106279,678,356016
1.43E+12,156108,230,1096229
1.43E+12,306513,38,769062
1.44E+12,77884,790,n472680.000
1.44E+12,262159,364,655131
1.43E+12,380511,283,1253012 191896 n14664.000
1.44E+12,144076,categoryid,678
1.44E+12,311052,available,1
1.43E+12,63184,790,n62880.000
1.43E+12,137633,888,1024724 963899 992862 951748 1300851 n20.400 1135780 1284577 n207.600 1284577 n19200.000 628176 n10800.000 134030 1284577 n96.000 1187104 1284577 n12.000 1175087 n12.000 1072114 1284577 1186729 681805 1284577 618514 980588 465272 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1.43E+12,167271,888,1196991 1156852
1.44E+12,37029,790,n263880.000
1.44E+12,375492,available,0
1.44E+12,25427,888,97272 916731 726612 648014 1284577 575349
1.43E+12,440180,945,n216.000 910945 639502 n264.000 1297962
1.43E+12,78849,283,474559 242942 425237 n24000.000 321954 536050 1042990 227411 832170 533413 768988 914620 655992 136817 836649 1128577 988697 1324705 134743 1128577 927686 1128577 793283 1324705 157939 175571 263246 718810 137289 704799 1156157
1.43E+12,197980,630,545762
1.44E+12,213570,364,370584
1.43E+12,367667,790,n20160.000
1.44E+12,225083,581,472016 181384 1041261 191208
1.44E+12,396318,581,472016 1021749 181384
1.43E+12,315393,categoryid,1483
1.43E+12,246110,698,1189968
1.43E+12,360173,112,679677
1.44E+12,189429,678,922011 840490
1.44E+12,197005,981,664227 1305534 664227 769062
1.44E+12,159603,790,n17520.000
1.44E+12,250696,892,1186729 474154
1.43E+12,439202,790,n22560.000
1.43E+12,106279,888,709821 n768.000 590055 785673
1.44E+12,94099,28,150169 274770 79212
1.44E+12,259455,102,n300.000 396934
1.44E+12,176162,790,n31080.000
1.43E+12,69533,917,n712942548.000
1.44E+12,262159,888,1051803 1059499 n713162508.000 992862 647924 728044 n25.920 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 491900 1284577 992862 625815 1119999 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000 1154859
1.44E+12,24855,993,626747 21098
1.44E+12,341548,202,710419 1318697
1.43E+12,68892,487,1116693
1.43E+12,157361,888,442366
1.43E+12,77173,888,93254 877067
1.43E+12,375588,790,n39000.000
1.43E+12,374673,categoryid,1188
1.43E+12,277276,140,n3840.000 1144008 1169762
1.44E+12,197005,159,519769
1.43E+12,37583,available,1
1.43E+12,420960,993,881499
1.44E+12,202835,915,325894 1325686 604620 994670 938027
1.43E+12,272563,790,n172872.000
1.43E+12,316135,917,n59280.000
1.43E+12,115244,790,n18480.000
1.44E+12,329693,120,803915 923584
1.44E+12,102229,888,1058682 1025080 n118200.000 n30.000 1135780
1.44E+12,161166,available,1
1.44E+12,181576,available,0
1.43E+12,259487,available,0
1.44E+12,37583,888,1907 1324053 162918 575349 1284577 206386
1.43E+12,37029,355,586893
1.44E+12,391289,available,0
1.43E+12,324624,available,0
1.43E+12,395153,790,n38760.000
1.43E+12,204785,993,881499
1.44E+12,205392,790,n408960.000
1.44E+12,466501,790,n425880.000
1.43E+12,308985,159,519769
1.44E+12,107853,888,1122694 710086 1284577 635635
1.44E+12,34435,584,769062
1.44E+12,57284,888,447296 234049 n61200.000
1.43E+12,260256,470,769062
1.44E+12,262159,451,1141052 n48.000
1.44E+12,58729,581,472016 472016 1021749 472016 181384 1041261 191208
1.43E+12,167587,349,1116693
1.44E+12,150217,202,553465
1.43E+12,305760,283,56529 150169 1087926 936131 1119137 230230 936131 347015 1010298 639502 193250 150169 610517 1297729 n72.000 309206 1178208 n36.000 350726 205513 1128577 333089 474341 1158829 586142 1266913 511516 1010298 237874 26783 1282549 871215 807503 249416 714516
1.44E+12,93900,888,888666 1333963 927133 385480 1297729 n24.000 350726 30603 832471
1.43E+12,250658,available,1
1.43E+12,272187,408,769062
1.44E+12,355994,790,n186720.000
1.44E+12,357579,566,1297729 n780.000 1178208 n900.000 424566
1.43E+12,234162,764,1285872
1.43E+12,395153,364,73484
1.43E+12,69408,325,323142 710412
1.43E+12,5206,categoryid,927
1.43E+12,275648,available,0
1.44E+12,239020,categoryid,491
1.43E+12,38796,764,1285872
1.44E+12,253615,698,1037891
1.44E+12,303619,589,769062
1.43E+12,187722,364,559595
1.43E+12,134118,790,n88680.000
1.44E+12,443967,675,769062
1.44E+12,250212,686,769062
1.44E+12,431322,283,31884 227976 39147 n48.000 227976 26415 639502 312815 1302176 227976 108347 653611 1339552 986284 150169 347067 433532 892975 683595 298045 703408 809636 116006 227976 532620 95473 1128577 108779 31884 1036954 227976 1179278
1.43E+12,311052,159,519769
1.43E+12,34435,405,553394
1.43E+12,390232,888,5135 453044 992862 951748 1137726 n21.600 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n96.000 1187104 1284577 n12.000 1072114 1284577 1186729 769062 1284577 1055803 1164666 613243 137425 1284577 1141052 n48.000 288796 1284577 814297 670753 n96.000
1.43E+12,13031,423,n72.000 190776
1.43E+12,380493,12,181384
1.43E+12,376911,790,n232080.000
1.43E+12,139898,230,816598 43939
1.43E+12,373384,227,21558
1.44E+12,213570,713,714364
1.43E+12,72011,159,519769
1.43E+12,374841,956,769062
1.44E+12,299044,790,n54000.000
1.44E+12,398579,335,287958
1.44E+12,324624,753,769062
1.44E+12,122834,688,901881 729388 745809 729388 1056884 729388
1.44E+12,202835,790,n59400.000
1.43E+12,395153,categoryid,120
1.43E+12,76617,categoryid,1355
1.44E+12,183087,6,210045
1.44E+12,272563,283,303149 1290698 237874 915613 1067972 1127335 303149 1214748 1290698 347338 1311459 149279 418473 150169 1276569 1177237 581854 469750 312815 1085228 610340 1244358 1152348 782399 657999 998064 30603 249416 1078708 148839 767591 918358 87836
1.43E+12,257675,202,1087292 237874 1095876 30603 1140693
1.44E+12,427725,348,1196321
1.43E+12,199810,311,769062
1.43E+12,183178,888,828577 713933
1.44E+12,273743,available,1
1.43E+12,463280,available,1
1.43E+12,306260,678,286312
1.43E+12,414460,227,250259 215525
1.44E+12,159780,790,n56436.000
1.43E+12,355994,566,1178208 n780.000 424566
1.44E+12,257952,888,153900 363182 n12072600.000
1.43E+12,298868,364,436969
1.44E+12,98728,790,n78840.000
1.43E+12,46130,1032,703585
1.43E+12,276105,1036,1154859
1.44E+12,341548,1051,1312959 656844
1.44E+12,329693,978,1003915 856768 116566 940076 677003 17670 1010684 314197 1066164 647240
1.44E+12,65889,696,717520 1240261 903287 1240261
1.43E+12,422425,405,553394
1.44E+12,227628,6,598588 150169 410229 150169 112336
1.44E+12,466861,566,1178208 n780.000 424566
1.44E+12,58729,496,357961 986363 357961 986363 363182 357961 549517
1.43E+12,157078,451,288796
1.44E+12,63312,categoryid,1120
1.44E+12,34435,available,0
1.44E+12,361103,888,437265 621217 n48.000 n121.200 333373 831479 973211 n14.400 1135780 1284577 n121.200 1284577 n15360.000 628176 n8640.000 1284577 n18.000 1187104 1284577 1186729 769062 1284577 1141052 n48.000 288796 1284577 414047 1078259 n52.800 1154859
1.44E+12,315545,available,1
1.44E+12,336393,790,n31440.000
1.44E+12,188148,available,0
1.43E+12,294632,614,769062
1.44E+12,143486,available,0
1.44E+12,156108,728,227347 1277294
1.44E+12,200537,790,n231840.000
1.44E+12,82174,400,1297729 n720.000 1178208 n900.000 424566
1.44E+12,150318,790,n65160.000
1.44E+12,60376,available,0
1.44E+12,376911,227,977762
1.43E+12,20192,202,1332226
1.43E+12,21886,159,519769
1.43E+12,167337,1037,433434
1.44E+12,293687,790,n42000.000
1.43E+12,141264,categoryid,683
1.44E+12,350629,1066,n352.800 424566
1.43E+12,237318,227,726714 150169 640322
1.43E+12,56763,112,679677
1.44E+12,417464,745,769062
1.44E+12,256368,available,0
1.44E+12,305786,400,n552.000 639502 n720.000 424566
1.44E+12,167587,available,0
1.43E+12,260957,908,322954 237874 380713 77690
1.44E+12,360173,581,91525
1.44E+12,337348,790,n63840.000
1.43E+12,49347,available,1
1.43E+12,329693,888,676719
1.43E+12,172340,364,547553
1.44E+12,58869,1032,98606 1015535
1.44E+12,46130,available,1
1.43E+12,259487,283,440924 175937 1169029 532715 870670 227564
1.43E+12,156489,888,80553
1.43E+12,304877,790,n37800.000
1.43E+12,381653,936,n48.000 1187104
1.44E+12,462203,888,244081 363182 635635
1.43E+12,93067,810,1241026 n1332.000 424566 801397 815361 n1644.000 424566
1.43E+12,30024,678,6517 1009260
1.44E+12,67182,761,n57.600 190776
1.44E+12,69533,790,n83880.000
1.44E+12,102229,283,537209 1055803 1058682 1025080 n118200.000 468731 269774 380713 460346 410200 237874 43441 16970 857932 990716 80043 537209 1055803 1058682 n108000.000 375545 717971 228574 379482 694987 703408 1243756 971212 666094 509255 1226181
1.43E+12,80622,408,769062
1.44E+12,182099,188,1297729 n600.000 1178208 n1200.000 10317
1.44E+12,167484,698,727274 9705
1.44E+12,385376,available,0
1.44E+12,44220,888,294352 616467
1.44E+12,76196,678,1289493
1.43E+12,379264,790,n24720.000
1.43E+12,25071,713,75592
1.44E+12,332761,790,n250680.000
1.44E+12,7438,790,n66840.000
1.44E+12,165348,790,n13680.000
1.43E+12,392392,810,n288.000 424566
1.44E+12,334432,available,1
1.44E+12,257773,364,1253301
1.44E+12,30513,888,898004 1020928 373898 784581 1203131 1297729 n36.000 350726 30603 832471
1.44E+12,436461,566,1297729 n780.000 1178208 n900.000 424566
1.43E+12,12523,451,973211
1.43E+12,332761,6,1249027
1.44E+12,432925,550,769062
1.44E+12,394254,888,581321 1131057 1318567
1.44E+12,461301,790,n6000.000
1.43E+12,367447,364,580904
1.44E+12,255275,790,n5760.000
1.44E+12,67182,790,n46680.000
1.44E+12,302948,581,472016 472016 181384 1041261 191208
1.43E+12,161346,888,93254 877067 176870
1.44E+12,246634,928,769062
1.43E+12,72011,available,1
1.44E+12,138114,888,n24.000 459719
1.44E+12,204785,400,n552.000 639502 n720.000 424566
1.43E+12,201940,categoryid,51
1.44E+12,93144,available,1
1.44E+12,59691,490,243742 647527 162165
1.43E+12,462394,159,519769
1.43E+12,318333,202,586600
1.44E+12,255708,available,0
1.43E+12,202373,1066,n180.000 424566 639502 n300.000 424566
1.43E+12,46130,802,1116693
1.44E+12,50048,790,n278280.000
1.44E+12,198209,888,1051803 1059499 n713162556.000 992862 677128 221748 1185589 n25.920 1135780 1284577 n187.200 1284577 n16392.000 628176 n9216.000 134030 1284577 n24.000 1187104 1284577 n12.000 1175087 n3840.000 1187104 1284577 491900 1284577 992862 625815 1119999 1284577 1141052 n24.000 288796 1284577 842796 1154859
1.44E+12,388097,available,1
1.43E+12,34435,764,1285872
1.43E+12,262159,478,728044
1.44E+12,182642,888,648485 n2400.000 1318567
1.43E+12,427923,available,1
1.44E+12,248676,888,857982
1.43E+12,272187,1037,433434
1.43E+12,433059,790,n47640.000
1.43E+12,462945,categoryid,895
1.44E+12,190545,888,838163 1318567
1.43E+12,227628,854,1266366
1.44E+12,396238,400,1297729 n720.000 1178208 n900.000 424566
1.43E+12,121453,112,679677
1.44E+12,67438,400,n552.000 639502 n720.000 424566
1.44E+12,80502,790,n47760.000
1.43E+12,328025,790,n29220.000
1.44E+12,436461,790,n317280.000
1.43E+12,135256,917,161401
1.43E+12,257952,678,392514 1052766
1.44E+12,356837,202,37111 1269145 426058
1.43E+12,307285,categoryid,1233
1.44E+12,156108,available,1
1.43E+12,381653,917,1330412 573886
1.44E+12,99496,917,n683388.000
1.43E+12,240421,available,0
1.43E+12,65426,790,n24840.000
1.43E+12,323280,227,984245 1322342
1.43E+12,24855,1009,769062
1.43E+12,428372,348,422480 726714
1.44E+12,102131,917,671525
1.43E+12,420056,categoryid,973
1.44E+12,10620,809,n1200.000 910945
1.44E+12,161951,790,n6840.000
1.44E+12,328696,776,169341
1.43E+12,318333,533,n60.000 147634
1.44E+12,402110,790,n146760.000
1.43E+12,396238,available,1
1.44E+12,387279,928,407996
1.44E+12,272187,581,1041261 191208
1.44E+12,188558,790,n173280.000
1.43E+12,440180,796,769062
1.43E+12,285729,908,752525
1.44E+12,386146,790,n13080.000
1.44E+12,253615,790,n241680.000
1.43E+12,65889,112,679677
1.44E+12,268881,25,466400 1226584 1211562
1.43E+12,305786,790,n395520.000
1.44E+12,168527,888,253573 n42000.000 1324910 1267107 160468 992862 647924 1284577 342994 1284577 n36.000 1135780 1284577 n48.000 1187104 539109 661116 1257525 1284577 n6000.000 1187104 1284577 992862 625815 1119999 1284577 842796 1284577 1076034
1.43E+12,91607,961,968898
1.44E+12,41217,790,n75480.000
1.44E+12,267010,839,662786
1.44E+12,459109,189,567120 839242
1.44E+12,315543,available,1
1.44E+12,465522,879,810323
1.44E+12,268266,790,n96720.000
1.43E+12,398579,790,n432000.000
1.44E+12,443030,888,1326860 262978 367680
1.44E+12,250696,978,684814 234274 670342
1.44E+12,356320,888,291128
1.43E+12,91249,790,n161040.000
1.44E+12,259455,available,1
1.44E+12,316135,790,n13920.000
1.44E+12,261865,790,n10044.000
1.44E+12,355908,available,1
1.44E+12,360403,400,1297729 n660.000 1178208 n720.000 424566
1.44E+12,250696,496,1276034 999874 357961 986363 357961 253573 999874 632043 464704 556268 98606 1015535
1.44E+12,37945,available,0
1.43E+12,204070,available,1
1.44E+12,71846,888,853231 1330872
1.44E+12,341548,790,n28920.000
1.44E+12,371590,790,n23760.000
1.43E+12,428805,790,n237120.000
1.43E+12,6992,698,956975 1065616
1.44E+12,161688,790,n108120.000
1.43E+12,334662,790,n31440.000
1.43E+12,396045,available,1
1.43E+12,78849,112,679677
1.43E+12,257040,888,816922 551231 1284577 635635
1.44E+12,122834,790,n96840.000
1.43E+12,374673,790,n112320.000
1.43E+12,222613,838,1116693
1.44E+12,387279,790,n177840.000
1.44E+12,38403,available,1
1.43E+12,71957,available,1
1.43E+12,279976,915,320245 45447 703408 505888
1.44E+12,24855,888,298807
1.43E+12,198209,790,n177480.000
1.43E+12,58869,839,23189
1.43E+12,199484,550,490744
1.44E+12,281958,888,n23172.000 690687 610340 913084 834057
1.43E+12,115525,790,n57480.000
1.44E+12,183178,202,662332
1.44E+12,93144,790,n99600.000
1.44E+12,261320,available,0
1.43E+12,220530,159,519769
1.44E+12,190172,1032,703585 499075 1277894 98606 535924
1.44E+12,150318,888,1265514 1224110 734600 629205
1.43E+12,367490,112,679677
1.44E+12,422768,621,769062
1.44E+12,231243,available,1
1.44E+12,184370,790,n839880.000
1.44E+12,60918,available,0
1.44E+12,65286,558,640322
1.43E+12,437293,720,n6.000 404373
1.44E+12,25071,888,661278 1082603
1.44E+12,30024,available,1
1.44E+12,140861,888,n13308.000 1133979
1.44E+12,431621,202,1262739 812845 103581
1.43E+12,265166,888,476398
1.44E+12,69408,available,0
1.44E+12,80502,available,0
1.44E+12,451967,790,n44520.000
1.44E+12,315543,790,n81600.000
1.43E+12,122834,112,679677
1.43E+12,13031,776,977549
1.44E+12,241752,790,n31800.000
1.44E+12,379002,400,269011 n900.000 424566
1.43E+12,168527,159,519769
1.43E+12,381653,6,780351
1.43E+12,16813,776,562858
1.43E+12,14159,776,1174716
1.43E+12,139898,available,1
1.43E+12,374363,283,177813 839369 331852 n720684.000 1124417 703408 807503 177813 839369 1124417 703408 807503 224903 948646 639502 834340 1140136 5041 207856 821952 574225 1317607 269926 683159 30603 106125 717971 703408 580863 853231 1128577 575765 1186610 237874 654986 177813 1128577 707081
1.43E+12,250696,888,387880 1128021
1.43E+12,19572,227,628374 24927
1.44E+12,386056,776,487526
1.43E+12,350629,790,n232800.000
1.43E+12,253615,1066,n31.200 424566
1.43E+12,41932,790,n6240.000
1.43E+12,243355,available,1
1.43E+12,332761,888,1183340
1.43E+12,234255,307,786989 396934
1.44E+12,158829,997,769062
1.44E+12,318871,790,n46188.000
1.43E+12,202719,501,769062
1.44E+12,417464,790,n714000.000
1.44E+12,151839,available,0
1.44E+12,319910,categoryid,282
1.44E+12,80299,categoryid,1277
1.43E+12,305760,790,n37440.000
1.43E+12,281442,1032,703585
1.43E+12,188698,categoryid,1402
1.43E+12,140861,491,683595
1.44E+12,269430,790,n91200.000
1.44E+12,99496,888,977238 771257 522237 816909 n683388.000 906640 1133979
1.44E+12,14671,496,464704 826669 1176545
1.44E+12,76196,102,n216.000 396934
1.44E+12,373384,888,435907 573886 1318567
1.44E+12,384514,230,1096229
1.43E+12,220530,112,679677
1.44E+12,461301,689,150169 683159
1.44E+12,247307,available,0
1.43E+12,466472,790,n33840.000
1.44E+12,156094,19,n96.000 639502 n168.000 350726
1.43E+12,459761,790,n37680.000
1.44E+12,84160,available,0
1.43E+12,41932,159,519769
1.43E+12,319506,888,125736
1.44E+12,285729,888,351505 n108.000 44585 113919 1284577 230420
1.44E+12,464731,790,n42600.000
1.43E+12,335975,451,1141052 n48.000
1.43E+12,381653,categoryid,1613
1.43E+12,93900,available,1
1.44E+12,422948,available,0
1.44E+12,260256,888,864259 1063261
1.44E+12,389118,764,1285872
1.44E+12,387691,888,965009
1.44E+12,420578,888,185688
1.44E+12,257773,400,1297729 n660.000 1178208 n720.000 424566
1.44E+12,244504,888,1129416 364023 961511 769062
1.44E+12,122604,447,1107648 1157821 632043 871910 260167 814966 333542 260167
1.44E+12,291689,790,n29640.000
1.43E+12,171959,584,769062
1.44E+12,308985,790,n267840.000
1.44E+12,60214,888,675707 1154859
1.43E+12,94198,678,820477
1.44E+12,312728,888,441568 1154859 86628
1.43E+12,132316,227,827388
1.43E+12,212837,49,484024 661116 1257525
1.43E+12,144675,28,150169 610517
1.43E+12,86238,available,1
1.43E+12,369447,available,1
1.44E+12,343861,categoryid,491
1.43E+12,140141,888,1032094 334570 705498 237874 459719 639671 484436 1108539
1.43E+12,280893,888,1190295 973082 980660 346454
1.44E+12,198620,available,1
1.43E+12,80299,30,n0.000 21263
1.43E+12,187722,810,n1416.000 1175087 n660.000 1175087 n972.000 424566
1.44E+12,263188,888,797432 n768360360.000 1318567
1.44E+12,78978,790,n64680.000
1.43E+12,272563,6,303149 1290698
1.44E+12,414460,790,n13200.000
1.44E+12,373384,available,1
1.44E+12,348196,888,1124401 n16440.000 726612 1052282 86628
1.43E+12,425726,1058,n36.000
1.43E+12,58194,364,213825
1.43E+12,257773,790,n186000.000
1.43E+12,13031,790,n294000.000
1.43E+12,408404,776,163707
1.43E+12,335913,790,n24960.000
1.44E+12,462394,888,683597 n43476.000
1.44E+12,277276,888,450608
1.43E+12,227470,790,n36000.000
1.44E+12,379752,159,519769
1.43E+12,94488,42,n264.000
1.44E+12,466472,964,769062 n2640.000 639502 n2760.000 1128577 486467 604633 769062
1.44E+12,346655,888,n3648.000 47996
1.43E+12,178496,928,769062
1.43E+12,82389,928,769062
1.44E+12,48743,888,724243 1304377 264538 998349
1.44E+12,38796,available,1
1.43E+12,291413,364,113349
1.44E+12,13031,available,0
1.44E+12,350819,790,n35988.000
1.44E+12,167484,categoryid,1167
1.43E+12,50814,794,820477 437265 39146 n36.000 919854 3252 726612
1.43E+12,134264,941,769062
1.43E+12,55364,888,11996 n126072.000 26820 655992 150169 138242 784581 1297729 n24.000 350726 30603 832471
1.44E+12,240421,888,365160 n11854.080
1.44E+12,199810,available,1
1.43E+12,463379,112,679677
1.43E+12,45121,790,n64440.000
1.44E+12,199952,227,471783 1285854
1.44E+12,137633,available,0
1.43E+12,447995,categoryid,94
1.44E+12,337358,available,1
1.44E+12,86238,225,1066831 n21600.000 1066831 n22800.000 1066831 n10800.000 580224 951585 973211 1046037
1.44E+12,261793,790,n2640.000
1.43E+12,37583,638,n12.000
1.44E+12,328696,790,n200520.000
1.43E+12,73593,available,1
1.44E+12,464409,917,668799
1.44E+12,319992,790,n186480.000
1.44E+12,281958,202,n23172.000 690687 610340 913084 834057
1.43E+12,203679,917,354329
1.44E+12,367490,790,n49080.000
1.43E+12,93144,1044,1294615
1.44E+12,347013,962,664227 1305534 664227
1.43E+12,426298,888,451929 599442 651004 1284577 476705
1.43E+12,306260,790,n180360.000
1.44E+12,292760,888,1275486 961511 1284577 230420 868285
1.43E+12,176721,776,289290
1.43E+12,402625,112,679677
1.44E+12,75994,790,n269640.000
1.43E+12,105334,790,n263760.000
1.43E+12,96680,776,1044557
1.44E+12,96776,400,n552.000 639502 n720.000 424566
1.44E+12,67486,400,n552.000 639502 n720.000 424566
1.44E+12,328901,available,0
1.44E+12,262159,283,1037891 127431 1059499 n713162508.000 127431 730175 n360.000 312815 1178058 1037891 1244358 157939 386817 983499 30603 615344 520279 855390 718248 94244 493696 150169 1138498 868573 30603 150169 1256252 200595 98614 237874 312815 1037891 1215254 646928 434503 1004914 614681
1.43E+12,379752,227,1047879 1065616
1.43E+12,276704,888,683597 500040 n60.000 807959 n14400.000 10317
1.43E+12,159603,30,769062
1.44E+12,60214,993,536050
1.44E+12,412312,888,330236 291334
1.43E+12,158507,997,769062
1.43E+12,98728,159,519769
1.44E+12,77884,566,1178208 n780.000 424566
1.44E+12,425726,790,n108240.000
1.43E+12,153935,815,584074 1284577 285725
1.43E+12,159603,678,245772
1.43E+12,267010,790,n84120.000
1.43E+12,182099,202,296325
1.43E+12,351825,available,1
1.43E+12,349737,805,769062
1.43E+12,464409,701,769062
1.44E+12,189563,available,1
1.44E+12,341548,697,769062
1.44E+12,10620,978,521119
1.44E+12,83791,available,0
1.44E+12,275269,790,n1223040.000
1.44E+12,282803,6,406816 750541
1.44E+12,343878,720,1297729 n13.200 1178208 n18.000 404373
1.43E+12,316753,364,390779
1.43E+12,257196,227,125018
1.44E+12,47457,790,n15480.000
1.44E+12,374841,364,1209512
1.43E+12,204070,400,269011 n720.000 424566
1.43E+12,36642,112,679677
1.44E+12,422768,600,769062
1.44E+12,277613,678,1031507
1.43E+12,361103,112,679677
1.44E+12,306886,451,163250
1.43E+12,62312,227,353870 339578
1.43E+12,86238,663,1297729 n48.000 n60.000 1178208 n60.000 606827
1.43E+12,395153,available,0
1.43E+12,440180,698,377560
1.43E+12,305760,available,1
1.44E+12,37029,42,419784
1.44E+12,437302,1032,98606 1015535
1.43E+12,440128,464,n264.000
1.44E+12,20388,468,341968
1.43E+12,381653,225,558443 n9600.000
1.44E+12,37029,581,472016 1021749 181384 1041261 191208
1.44E+12,241752,776,694018
1.43E+12,85940,243,1134000 31884
1.44E+12,335041,790,n117240.000
1.43E+12,257040,112,679677
1.44E+12,59691,790,n205920.000
1.43E+12,292760,839,915540
1.43E+12,306433,790,n188280.000
1.44E+12,21886,available,1
1.43E+12,422768,790,n140520.000
1.44E+12,67182,227,980836 881773
1.43E+12,251813,790,n15480.000
1.44E+12,98498,327,530843
1.44E+12,139898,888,694455 726612
1.43E+12,391131,888,1270889 n1296.000 628176
1.44E+12,461765,335,769062
1.43E+12,349737,982,769062
1.43E+12,94198,920,1178187
1.44E+12,140861,790,n46080.000
1.43E+12,379752,888,452157 782346
1.43E+12,140848,630,335183
1.43E+12,275648,758,n18.000 1187104
1.43E+12,295785,491,683595
1.43E+12,161026,184,102526 279101
1.44E+12,197245,888,416876
1.44E+12,45121,available,0
1.43E+12,162345,364,343623
